user_id,Submit_Date,Start_Date,Date_Timestamp,Question_01,Question_02,Question_03,Question_04,Question_05,Question_06,Question_07,Question_08,Question_09,Question_10,Question_11,Question_12,Question_13,Question_14,Question_15,Question_16,Question_17,Question_18,Question_19,Question_20
621e328667b776a240281372,19/9/2021 21:25,19/9/2021 21:22,19/9/2021 21:25,4,3,4,3,5,3,4,3,5,5,3,4,2,5,2,5,4,3,5,1
621e329067b776a2402ffad2,7/6/2021 12:58,7/6/2021 12:58,7/6/2021 12:58,4,1,3,2,4,1,1,1,4,4,1,1,1,3,1,1,1,1,4,1
621e329067b776a2402ffad2,5/7/2021 12:25,5/7/2021 12:24,5/7/2021 12:25,4,1,3,2,4,2,2,3,4,3,1,2,2,3,2,3,3,2,4,2
621e329067b776a2402ffad2,12/7/2021 13:11,12/7/2021 13:10,12/7/2021 13:11,4,2,4,2,4,2,2,3,4,3,1,2,2,3,2,2,3,2,4,2
621e329067b776a2402ffad2,31/5/2021 13:42,31/5/2021 13:42,31/5/2021 13:42,4,2,2,2,3,2,2,2,3,3,2,2,3,4,2,2,3,3,4,3
621e329067b776a2402ffad2,28/6/2021 14:36,28/6/2021 14:35,28/6/2021 14:36,4,1,3,2,4,1,2,3,4,4,1,4,1,4,2,3,3,2,4,2
621e329067b776a2402ffad2,14/6/2021 13:25,14/6/2021 13:24,14/6/2021 13:25,4,1,2,2,4,2,1,2,4,4,1,2,1,3,1,2,2,2,4,1
621e329067b776a2402ffad2,21/6/2021 11:05,21/6/2021 11:05,21/6/2021 11:05,4,2,2,2,4,2,2,3,4,4,2,2,2,4,2,4,4,2,4,2
621e329067b776a2402ffad2,19/7/2021 15:26,19/7/2021 15:25,19/7/2021 15:26,4,2,3,2,4,2,1,3,3,3,1,4,1,3,2,3,1,2,4,1
621e329067b776a2402ffad2,26/7/2021 19:29,26/7/2021 19:26,26/7/2021 19:29,3,2,4,2,4,2,2,3,4,3,2,3,2,3,2,3,4,3,4,2
621e32af67b776a24045b4cf,31/5/2021 13:22,31/5/2021 13:20,31/5/2021 13:22,4,2,3,4,3,4,2,4,3,2,4,5,2,4,4,2,3,5,3,2
621e32af67b776a24045b4cf,12/7/2021 12:15,12/7/2021 12:14,12/7/2021 12:15,3,4,3,5,4,3,4,3,3,4,3,4,5,3,5,3,4,4,3,4
621e32af67b776a24045b4cf,19/7/2021 19:15,19/7/2021 19:13,19/7/2021 19:15,2,3,2,4,3,3,2,4,3,2,4,5,3,2,4,4,4,3,2,1
621e32af67b776a24045b4cf,7/6/2021 13:08,7/6/2021 13:07,7/6/2021 13:08,3,4,4,5,3,5,3,3,4,3,4,5,4,3,5,2,4,4,4,3
621e32af67b776a24045b4cf,14/6/2021 13:12,14/6/2021 13:11,14/6/2021 13:12,3,4,4,5,3,4,4,4,3,2,4,5,4,3,5,3,4,4,3,4
621e32af67b776a24045b4cf,24/6/2021 14:26,24/6/2021 14:25,24/6/2021 14:26,2,3,3,4,3,4,5,3,3,2,2,5,2,2,5,3,4,4,3,4
621e32af67b776a24045b4cf,26/7/2021 15:59,26/7/2021 15:58,26/7/2021 15:59,3,3,2,4,3,4,4,3,2,2,4,5,4,2,4,2,3,4,3,4
621e32af67b776a24045b4cf,28/6/2021 12:51,28/6/2021 12:50,28/6/2021 12:51,2,3,2,4,3,4,5,2,2,2,4,5,4,2,5,2,4,4,3,4
621e32af67b776a24045b4cf,5/7/2021 11:45,5/7/2021 11:44,5/7/2021 11:45,3,2,3,4,3,2,4,3,4,4,4,5,3,3,4,4,5,4,3,2
621e32d967b776a240627414,31/5/2021 15:08,31/5/2021 15:04,31/5/2021 15:08,4,2,4,3,5,1,4,1,5,5,4,2,2,2,2,1,2,3,5,2
621e32d967b776a240627414,21/6/2021 12:35,21/6/2021 12:34,21/6/2021 12:35,3,2,2,2,3,1,1,1,3,3,1,2,1,2,1,2,2,2,2,1
621e32d967b776a240627414,6/7/2021 15:26,6/7/2021 15:26,6/7/2021 15:26,2,2,2,1,3,2,2,1,2,4,2,1,1,4,1,4,4,2,3,1
621e32d967b776a240627414,12/7/2021 12:24,12/7/2021 12:24,12/7/2021 12:24,3,3,2,3,2,1,2,1,1,2,3,3,1,1,4,2,2,4,2,2
621e32d967b776a240627414,7/6/2021 14:47,7/6/2021 14:45,7/6/2021 14:47,3,2,3,2,3,3,1,1,3,2,2,2,2,3,2,3,3,2,3,2
621e32d967b776a240627414,14/6/2021 10:40,14/6/2021 10:38,14/6/2021 10:40,4,3,3,2,2,1,1,1,2,3,4,2,1,3,1,3,3,1,3,1
621e32d967b776a240627414,28/6/2021 14:24,28/6/2021 14:23,28/6/2021 14:24,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,3,2,2,3,1
621e32e667b776a2406d2f1c,13/12/2021 10:51,13/12/2021 10:50,13/12/2021 10:51,5,5,5,5,5,5,5,1,4,3,2,2,3,3,4,3,3,1,4,1
621e32e667b776a2406d2f1c,23/11/2021 15:43,23/11/2021 15:42,23/11/2021 15:43,4,4,4,5,3,1,2,1,5,5,3,3,2,4,4,4,3,3,4,2
621e32e667b776a2406d2f1c,27/12/2021 11:04,27/12/2021 11:03,27/12/2021 11:04,4,3,4,1,2,1,1,1,4,3,1,2,1,2,1,4,2,1,3,1
621e32e667b776a2406d2f1c,25/1/2022 15:10,25/1/2022 15:09,25/1/2022 15:10,5,3,5,2,4,2,2,2,5,4,2,3,2,4,2,4,2,2,4,2
621e331067b776a24085dd3f,30/11/2021 16:50,30/11/2021 16:48,30/11/2021 16:50,4,4,4,3,3,3,3,2,3,5,4,4,4,3,4,3,3,2,4,3
621e331067b776a24085dd3f,23/12/2021 7:27,23/12/2021 7:26,23/12/2021 7:27,3,2,2,2,3,3,2,2,2,4,1,4,3,1,1,3,3,1,3,3
621e331067b776a24085dd3f,9/12/2021 20:09,9/12/2021 20:08,9/12/2021 20:09,3,4,4,4,3,3,2,3,3,4,3,3,2,1,1,3,4,2,3,2
621e331067b776a24085dd3f,23/12/2021 7:31,23/12/2021 7:30,23/12/2021 7:31,2,2,1,3,3,3,2,1,2,4,1,4,3,1,2,3,3,1,4,2
621e331067b776a24085dd3f,10/1/2022 12:08,10/1/2022 12:07,10/1/2022 12:08,3,3,2,3,3,2,1,3,3,4,2,3,1,1,1,3,4,2,4,2
621e331067b776a24085dd3f,23/11/2021 15:27,23/11/2021 15:25,23/11/2021 15:27,4,5,3,3,2,4,4,1,3,4,3,4,4,3,4,2,3,1,4,4
621e331067b776a24085dd3f,29/12/2021 15:36,29/12/2021 15:34,29/12/2021 15:36,3,3,2,2,2,3,2,1,3,4,2,4,2,2,1,1,3,1,4,2
621e331067b776a24085dd3f,4/1/2022 13:40,4/1/2022 13:38,4/1/2022 13:40,3,2,4,2,3,3,2,1,3,4,1,1,2,3,3,3,2,2,4,2
621e332267b776a24092a584,2/6/2021 2:58,2/6/2021 2:57,2/6/2021 2:58,3,2,2,2,4,1,1,1,2,3,4,4,1,2,4,2,3,2,3,1
621e333567b776a240a0c217,23/11/2021 15:14,23/11/2021 15:12,23/11/2021 15:14,3,3,4,2,3,1,1,2,4,4,3,3,3,3,4,4,3,3,3,3
621e333967b776a240a3cd06,27/11/2021 15:44,27/11/2021 15:41,27/11/2021 15:44,5,2,2,2,4,1,1,1,2,3,4,3,1,5,2,5,3,4,5,1
621e335a67b776a240bb12ff,5/7/2021 11:21,5/7/2021 11:20,5/7/2021 11:21,2,1,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2
621e335a67b776a240bb12ff,20/7/2021 13:50,20/7/2021 13:49,20/7/2021 13:50,2,3,2,1,2,1,2,1,2,2,1,1,1,2,2,2,2,1,2,2
621e335a67b776a240bb12ff,7/6/2021 16:15,7/6/2021 16:12,7/6/2021 16:15,2,1,2,1,3,1,1,1,2,1,2,1,2,2,1,2,1,1,2,2
621e335a67b776a240bb12ff,5/7/2021 11:06,5/7/2021 11:04,5/7/2021 11:06,2,1,2,1,2,1,1,1,2,2,2,2,1,2,2,2,3,2,2,1
621e335a67b776a240bb12ff,31/5/2021 13:28,31/5/2021 13:25,31/5/2021 13:28,3,2,3,2,4,1,1,2,3,2,3,3,2,3,2,2,3,1,3,1
621e335a67b776a240bb12ff,22/6/2021 14:53,22/6/2021 14:51,22/6/2021 14:53,2,1,2,1,2,1,1,1,2,1,2,3,1,2,3,2,2,2,2,1
621e335a67b776a240bb12ff,12/7/2021 11:53,12/7/2021 11:51,12/7/2021 11:53,2,1,2,1,2,1,1,1,2,2,3,2,1,2,2,2,2,2,2,2
621e335a67b776a240bb12ff,29/7/2021 17:41,29/7/2021 17:40,29/7/2021 17:41,2,2,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1
621e337667b776a240ce78ab,20/7/2021 14:17,20/7/2021 14:16,20/7/2021 14:17,2,3,2,4,3,4,2,2,3,3,4,3,2,1,4,3,3,2,4,2
621e337667b776a240ce78ab,7/6/2021 12:49,7/6/2021 12:48,7/6/2021 12:49,4,5,2,4,2,4,1,4,3,2,5,3,1,3,5,3,3,4,2,2
621e339967b776a240e502de,22/11/2021 23:18,22/11/2021 23:17,22/11/2021 23:18,5,5,5,1,4,1,1,1,5,5,1,3,1,4,1,4,5,2,5,1
621e339967b776a240e502de,29/11/2021 12:46,29/11/2021 12:44,29/11/2021 12:46,4,1,4,2,5,1,1,1,5,5,1,3,1,3,1,4,4,2,5,1
621e339967b776a240e502de,14/12/2021 9:48,14/12/2021 9:47,14/12/2021 9:48,4,1,5,1,4,1,1,1,4,5,1,3,1,4,2,5,1,2,4,1
621e339967b776a240e502de,20/12/2021 10:04,20/12/2021 10:03,20/12/2021 10:04,4,2,5,2,5,1,1,1,5,5,1,2,1,4,1,5,4,2,5,1
621e339967b776a240e502de,27/12/2021 16:20,27/12/2021 16:19,27/12/2021 16:20,4,1,5,1,4,1,1,1,5,5,1,4,1,4,1,5,4,2,5,1
621e339967b776a240e502de,3/1/2022 11:28,3/1/2022 11:27,3/1/2022 11:28,5,1,5,1,4,1,1,1,5,5,1,4,1,2,1,5,4,2,5,1
621e339967b776a240e502de,12/1/2022 11:15,12/1/2022 11:14,12/1/2022 11:15,5,1,5,2,4,1,1,1,5,5,1,3,1,4,2,5,5,2,4,1
621e339967b776a240e502de,6/12/2021 14:25,6/12/2021 14:24,6/12/2021 14:25,3,1,5,2,4,1,1,1,5,5,1,3,1,3,1,4,4,2,5,1
621e33b067b776a240f39e56,14/6/2021 11:07,14/6/2021 11:05,14/6/2021 11:07,4,4,2,4,3,4,4,2,4,5,4,5,1,3,5,4,4,2,5,3
621e33b067b776a240f39e56,26/7/2021 13:51,26/7/2021 13:50,26/7/2021 13:51,4,2,4,1,3,2,2,1,4,4,1,2,1,4,2,4,3,1,3,1
621e33b067b776a240f39e56,12/7/2021 10:02,12/7/2021 10:01,12/7/2021 10:02,5,2,5,3,5,1,1,3,5,5,2,5,1,5,5,5,5,1,5,1
621e33b067b776a240f39e56,12/7/2021 12:10,12/7/2021 12:08,12/7/2021 12:10,5,3,5,2,5,1,1,1,5,5,1,3,1,4,4,5,5,1,5,1
621e33b067b776a240f39e56,19/7/2021 18:18,19/7/2021 18:16,19/7/2021 18:18,5,1,5,1,5,1,1,1,5,4,1,5,1,4,1,5,5,1,5,1
621e33b067b776a240f39e56,21/6/2021 17:01,21/6/2021 17:00,21/6/2021 17:01,4,3,4,2,4,2,1,1,4,5,3,4,1,4,3,5,4,2,4,1
621e33b067b776a240f39e56,28/6/2021 16:57,28/6/2021 16:55,28/6/2021 16:57,5,3,4,4,4,3,3,2,4,5,3,5,1,4,4,4,3,1,4,3
621e33cf67b776a240087de9,24/11/2021 16:53,24/11/2021 16:52,24/11/2021 16:53,4,1,3,1,2,1,1,1,3,3,3,3,1,3,1,4,4,1,3,1
621e33cf67b776a240087de9,30/11/2021 18:52,30/11/2021 18:51,30/11/2021 18:52,4,2,4,1,3,1,1,1,4,3,4,3,1,4,1,4,3,1,3,1
621e33cf67b776a240087de9,6/12/2021 12:39,6/12/2021 12:38,6/12/2021 12:39,4,2,3,1,2,1,1,1,3,2,3,3,1,3,1,3,3,1,3,1
621e33cf67b776a240087de9,10/1/2022 10:43,10/1/2022 10:42,10/1/2022 10:43,4,2,2,2,2,1,1,2,3,1,5,3,1,2,3,2,2,2,1,1
621e33cf67b776a240087de9,24/12/2021 21:05,24/12/2021 21:04,24/12/2021 21:05,4,3,3,4,3,1,1,2,3,3,4,3,1,3,1,3,3,1,2,1
621e33cf67b776a240087de9,6/1/2022 18:40,6/1/2022 18:39,6/1/2022 18:40,2,1,1,4,2,4,2,1,1,1,4,2,1,1,1,1,2,1,2,1
621e33ed67b776a2401cf5f7,21/6/2021 15:57,21/6/2021 15:55,21/6/2021 15:57,3,3,3,3,3,1,1,1,3,2,1,3,1,3,2,2,3,1,3,1
621e33ed67b776a2401cf5f7,28/6/2021 17:55,28/6/2021 17:55,28/6/2021 17:55,3,3,3,3,3,1,1,1,3,2,1,1,1,3,3,3,3,2,3,1
621e33ed67b776a2401cf5f7,12/7/2021 13:41,12/7/2021 13:40,12/7/2021 13:41,4,3,4,2,4,1,1,1,3,4,1,3,1,4,2,3,3,3,3,1
621e33ed67b776a2401cf5f7,3/6/2021 15:25,3/6/2021 15:23,3/6/2021 15:25,3,3,3,1,3,1,1,1,3,3,1,3,1,2,3,3,3,1,3,1
621e341067b776a24037b105,12/7/2021 12:05,12/7/2021 12:03,12/7/2021 12:05,2,1,3,2,3,2,1,2,3,2,2,3,2,4,2,2,3,2,4,1
621e341067b776a24037b105,31/5/2021 13:29,31/5/2021 13:24,31/5/2021 13:29,1,4,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1
621e341067b776a24037b105,10/6/2021 7:59,10/6/2021 7:58,10/6/2021 7:59,1,2,3,1,3,1,1,2,2,2,2,2,1,3,2,1,3,1,3,1
621e341067b776a24037b105,28/6/2021 13:03,28/6/2021 12:59,28/6/2021 13:03,2,3,4,2,5,1,1,2,3,3,2,1,1,2,1,2,3,2,4,2
621e341067b776a24037b105,5/7/2021 11:53,5/7/2021 11:52,5/7/2021 11:53,2,4,3,2,4,1,2,2,4,4,1,1,2,4,1,3,3,2,4,1
621e341067b776a24037b105,20/7/2021 10:23,20/7/2021 10:22,20/7/2021 10:23,2,2,2,1,3,1,1,2,3,1,2,2,1,4,2,3,2,1,4,2
621e341067b776a24037b105,28/7/2021 8:36,28/7/2021 8:35,28/7/2021 8:36,2,3,2,5,3,4,2,2,1,2,3,4,2,2,5,3,2,4,3,2
621e341067b776a24037b105,22/6/2021 21:28,22/6/2021 21:26,22/6/2021 21:28,3,2,3,4,2,1,5,2,3,1,2,4,1,2,4,2,2,3,4,4
621e346f67b776a24081744f,12/1/2022 12:10,12/1/2022 12:09,12/1/2022 12:10,2,2,3,1,2,2,1,1,3,2,1,3,1,2,2,3,3,1,2,1
621e346f67b776a24081744f,24/11/2021 18:56,24/11/2021 18:56,24/11/2021 18:56,4,4,4,2,3,3,1,1,4,2,2,2,3,2,3,4,4,2,3,2
621e346f67b776a24081744f,14/12/2021 21:04,14/12/2021 21:03,14/12/2021 21:04,2,4,2,3,2,4,4,1,2,1,4,4,4,2,4,2,4,2,2,4
621e346f67b776a24081744f,23/12/2021 8:43,23/12/2021 8:42,23/12/2021 8:43,4,2,3,1,3,2,1,1,3,3,2,1,3,3,2,2,4,3,3,2
621e34db67b776a240c9c2be,31/5/2021 14:17,31/5/2021 14:16,31/5/2021 14:17,4,3,4,3,5,1,1,1,4,4,2,4,1,4,3,4,5,2,4,1
621e34db67b776a240c9c2be,9/6/2021 16:42,9/6/2021 16:41,9/6/2021 16:42,4,4,4,3,3,2,2,1,4,3,3,3,2,4,4,4,4,2,3,3
621e34db67b776a240c9c2be,5/7/2021 11:39,5/7/2021 11:39,5/7/2021 11:39,4,4,4,4,3,3,2,2,4,4,3,4,2,4,4,4,4,3,4,2
621e34db67b776a240c9c2be,19/7/2021 12:21,19/7/2021 12:20,19/7/2021 12:21,4,3,3,2,4,1,3,3,3,3,4,4,2,4,4,4,4,2,4,2
621e34db67b776a240c9c2be,22/6/2021 15:55,22/6/2021 15:55,22/6/2021 15:55,4,3,4,4,3,2,2,2,4,4,4,4,2,3,3,4,4,3,3,2
621e34ec67b776a240d60873,2/6/2021 10:19,2/6/2021 10:16,2/6/2021 10:19,5,5,3,4,3,1,1,4,2,2,1,5,1,1,4,1,1,3,1,1
621e34f767b776a240de4e1a,26/7/2021 17:09,26/7/2021 17:08,26/7/2021 17:09,4,1,4,1,4,1,1,1,4,1,3,1,1,4,1,4,4,1,3,1
621e34f767b776a240de4e1a,7/6/2021 20:17,7/6/2021 20:15,7/6/2021 20:17,4,2,4,2,3,1,1,1,5,1,2,1,1,3,1,3,5,1,5,1
621e34f767b776a240de4e1a,26/7/2021 16:54,26/7/2021 16:53,26/7/2021 16:54,5,1,5,1,5,1,1,1,4,1,2,1,1,5,1,4,4,1,3,1
621e34f767b776a240de4e1a,26/7/2021 16:57,26/7/2021 16:55,26/7/2021 16:57,4,1,4,1,4,1,1,1,4,1,2,1,1,5,1,4,4,1,3,1
621e34f767b776a240de4e1a,26/7/2021 17:00,26/7/2021 16:58,26/7/2021 17:00,4,1,4,1,4,1,1,1,4,1,2,1,1,4,1,4,4,1,3,1
621e34f767b776a240de4e1a,26/7/2021 17:02,26/7/2021 17:00,26/7/2021 17:02,4,1,4,1,4,1,1,1,4,1,2,1,1,4,1,4,4,1,3,1
621e34f767b776a240de4e1a,26/7/2021 17:04,26/7/2021 17:04,26/7/2021 17:04,4,1,4,1,4,1,1,1,4,1,2,1,1,4,1,4,4,1,3,1
621e34f767b776a240de4e1a,26/7/2021 17:06,26/7/2021 17:05,26/7/2021 17:06,4,1,4,1,4,1,1,1,4,1,2,1,1,4,1,4,4,1,3,1
621e34f767b776a240de4e1a,26/7/2021 17:11,26/7/2021 17:10,26/7/2021 17:11,4,1,4,1,4,1,1,1,4,1,3,1,1,4,1,4,4,1,3,1
621e34f767b776a240de4e1a,7/6/2021 19:19,7/6/2021 19:14,7/6/2021 19:19,4,2,3,2,4,1,1,1,5,1,1,2,1,4,1,3,5,1,5,1
621e34f767b776a240de4e1a,20/6/2021 0:51,20/6/2021 0:50,20/6/2021 0:51,5,1,1,1,3,1,1,1,3,1,1,1,1,3,1,3,4,1,5,1
621e34f767b776a240de4e1a,30/6/2021 0:34,30/6/2021 0:30,30/6/2021 0:34,4,1,3,1,4,1,1,1,3,1,1,1,1,3,1,3,3,1,3,1
621e34f767b776a240de4e1a,26/7/2021 16:40,26/7/2021 16:39,26/7/2021 16:40,5,1,3,1,4,1,1,1,5,1,2,1,1,5,1,4,4,1,3,1
621e351a67b776a240f6204b,14/6/2021 15:55,14/6/2021 15:54,14/6/2021 15:55,5,3,3,2,4,1,3,1,3,2,2,2,1,3,2,3,3,1,3,2
621e351a67b776a240f6204b,26/7/2021 12:40,26/7/2021 12:39,26/7/2021 12:40,4,1,3,1,4,1,1,1,3,3,1,3,1,4,1,4,4,1,5,1
621e351a67b776a240f6204b,2/8/2021 11:50,2/8/2021 11:49,2/8/2021 11:50,4,1,3,1,3,2,1,1,4,3,1,2,1,4,1,4,4,1,4,1
621e356967b776a24027bd9f,3/1/2022 12:00,3/1/2022 11:59,3/1/2022 12:00,3,1,3,2,2,1,2,1,3,3,1,3,1,3,3,2,2,1,2,2
621e356967b776a24027bd9f,24/11/2021 18:06,24/11/2021 18:05,24/11/2021 18:06,5,1,5,2,4,1,1,1,5,5,1,4,1,5,2,5,5,1,5,1
621e356967b776a24027bd9f,10/12/2021 16:59,10/12/2021 16:58,10/12/2021 16:59,5,3,5,1,3,1,3,1,5,5,3,4,1,5,4,5,4,1,3,1
621e356967b776a24027bd9f,10/1/2022 11:22,10/1/2022 11:21,10/1/2022 11:22,4,1,5,1,4,1,2,1,5,3,1,4,1,3,2,4,4,1,5,1
621e360b67b776a24039709f,12/7/2021 23:56,12/7/2021 23:55,12/7/2021 23:56,5,2,5,2,4,3,3,1,5,5,3,3,2,4,1,5,4,2,5,2
621e360b67b776a24039709f,26/7/2021 12:47,26/7/2021 12:46,26/7/2021 12:47,4,3,3,3,2,2,3,3,4,4,5,3,1,3,3,3,3,3,2,3
621e360b67b776a24039709f,5/8/2021 18:39,5/8/2021 18:38,5/8/2021 18:39,4,4,4,3,4,2,2,2,5,5,2,2,1,5,3,5,5,1,4,2
621e360b67b776a24039709f,7/6/2021 13:54,7/6/2021 13:50,7/6/2021 13:54,5,3,4,3,4,2,2,2,5,4,3,3,1,5,3,5,3,3,4,2
621e360b67b776a24039709f,4/7/2021 22:18,4/7/2021 22:17,4/7/2021 22:18,4,5,4,3,4,3,4,2,4,4,2,2,2,4,2,5,5,2,4,3
621e362467b776a2404ad513,27/6/2021 18:53,27/6/2021 18:52,27/6/2021 18:53,4,3,3,1,3,1,1,1,3,2,1,4,1,3,2,3,3,1,3,1
621e362467b776a2404ad513,4/7/2021 19:00,4/7/2021 18:58,4/7/2021 19:00,3,3,3,1,3,1,1,1,3,3,2,3,1,3,1,3,3,1,3,1
621e362467b776a2404ad513,11/7/2021 21:49,11/7/2021 21:47,11/7/2021 21:49,3,2,2,2,2,1,1,1,3,2,1,4,1,3,1,4,3,2,3,1
621e362467b776a2404ad513,1/8/2021 13:24,1/8/2021 13:23,1/8/2021 13:24,4,4,3,1,3,1,1,1,3,3,2,3,1,3,1,4,4,1,3,1
621e366567b776a24076a727,22/11/2021 14:21,22/11/2021 14:19,22/11/2021 14:21,3,3,3,2,4,2,1,3,2,3,4,3,1,2,3,2,3,3,5,1
621e366567b776a24076a727,6/12/2021 11:01,6/12/2021 11:00,6/12/2021 11:01,2,1,2,3,3,2,1,4,2,2,4,2,2,2,3,2,2,3,4,1
621e366567b776a24076a727,13/12/2021 10:16,13/12/2021 10:15,13/12/2021 10:16,2,3,1,3,2,3,1,4,1,1,4,3,2,1,3,2,2,3,2,1
621e366567b776a24076a727,4/1/2022 10:41,4/1/2022 10:40,4/1/2022 10:41,1,3,2,3,2,2,1,4,2,2,4,3,1,1,4,1,2,4,2,1
621e366567b776a24076a727,10/1/2022 10:16,10/1/2022 10:15,10/1/2022 10:16,2,3,1,3,2,3,2,3,1,1,4,3,1,1,3,1,3,4,1,1
621e366567b776a24076a727,20/12/2021 10:03,20/12/2021 10:00,20/12/2021 10:03,2,2,2,2,3,2,1,3,3,3,3,2,2,3,3,3,3,3,2,1
621e367e67b776a24087d75d,29/11/2021 17:10,29/11/2021 17:08,29/11/2021 17:10,1,2,2,4,3,1,2,3,4,5,2,2,4,1,3,1,2,4,4,2
621e367e67b776a24087d75d,14/12/2021 21:03,14/12/2021 21:02,14/12/2021 21:03,2,2,1,3,4,2,1,2,3,4,2,3,2,4,1,2,2,2,5,1
621e367e67b776a24087d75d,23/12/2021 9:10,23/12/2021 9:09,23/12/2021 9:10,2,4,3,2,3,1,1,2,3,5,3,2,1,4,3,2,3,2,1,2
621e367e67b776a24087d75d,7/1/2022 9:21,7/1/2022 9:20,7/1/2022 9:21,2,1,4,2,4,1,2,3,4,2,4,3,2,4,3,1,2,1,4,3
621e367e67b776a24087d75d,24/11/2021 8:46,24/11/2021 8:44,24/11/2021 8:46,2,2,4,3,3,1,1,2,4,3,3,4,2,2,5,3,3,2,5,2
621e367e67b776a24087d75d,17/1/2022 7:17,17/1/2022 7:16,17/1/2022 7:17,4,3,4,1,3,1,2,4,3,2,2,1,1,3,4,3,2,2,2,1
621e36c267b776a240ba2756,31/5/2021 13:36,31/5/2021 13:34,31/5/2021 13:36,4,2,4,1,4,2,1,1,5,5,1,2,2,5,3,5,5,2,5,1
621e36c267b776a240ba2756,23/6/2021 11:20,23/6/2021 11:17,23/6/2021 11:20,4,1,4,1,3,1,2,2,4,4,1,2,1,5,1,4,4,1,4,2
621e36c267b776a240ba2756,30/6/2021 21:55,30/6/2021 21:53,30/6/2021 21:55,3,3,3,3,4,1,1,3,3,4,3,3,1,3,3,3,3,2,3,1
621e36c267b776a240ba2756,6/7/2021 15:23,6/7/2021 15:21,6/7/2021 15:23,4,3,4,2,4,1,1,2,4,4,2,2,1,4,3,4,4,1,4,2
621e36f967b776a240e5e7c9,12/7/2021 11:51,12/7/2021 11:49,12/7/2021 11:51,4,3,4,2,4,2,2,1,3,4,1,1,1,3,2,4,3,2,4,2
621e36f967b776a240e5e7c9,20/7/2021 18:35,20/7/2021 18:34,20/7/2021 18:35,5,2,5,1,4,3,1,1,5,4,1,1,1,4,3,3,4,2,5,2
621e36f967b776a240e5e7c9,26/7/2021 12:41,26/7/2021 12:40,26/7/2021 12:41,2,3,3,2,3,5,2,1,2,3,2,2,4,3,3,2,2,3,2,2
621e36f967b776a240e5e7c9,31/5/2021 12:39,31/5/2021 12:38,31/5/2021 12:39,3,4,3,3,4,1,1,4,3,2,4,3,2,3,4,4,3,2,4,2
621e36f967b776a240e5e7c9,7/6/2021 12:08,7/6/2021 12:07,7/6/2021 12:08,2,5,3,4,3,2,2,4,3,1,5,3,4,2,4,3,3,4,4,3
621e36f967b776a240e5e7c9,21/6/2021 12:07,21/6/2021 12:06,21/6/2021 12:07,2,3,3,2,3,4,2,2,1,1,2,1,3,1,4,1,3,3,1,2
621e36f967b776a240e5e7c9,28/6/2021 15:34,28/6/2021 15:33,28/6/2021 15:34,3,3,2,2,3,4,1,2,2,3,3,2,2,2,3,4,4,3,3,1
621e36f967b776a240e5e7c9,5/7/2021 11:22,5/7/2021 11:20,5/7/2021 11:22,4,2,4,1,3,1,1,1,3,4,2,1,3,4,2,5,4,2,4,2
621e375367b776a24021e950,20/12/2021 18:54,20/12/2021 18:53,20/12/2021 18:54,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3
621e375367b776a24021e950,2/1/2022 17:30,2/1/2022 17:30,2/1/2022 17:30,3,3,3,4,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3
621e375b67b776a240290cdc,1/6/2021 14:58,1/6/2021 14:57,1/6/2021 14:58,3,3,3,3,2,3,3,3,3,1,3,3,2,3,3,3,3,3,3,3
621e375b67b776a240290cdc,8/6/2021 10:43,8/6/2021 10:42,8/6/2021 10:43,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
621e375b67b776a240290cdc,22/6/2021 11:53,22/6/2021 11:53,22/6/2021 11:53,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
621e375b67b776a240290cdc,6/7/2021 11:34,6/7/2021 11:34,6/7/2021 11:34,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3
